payload.BuildingId,payload.EnqueuedTime,payload.EquipmentId,payload.SensorId,payload.FloorId,payload.SensorName,payload.SpaceId,payload.Telemetry.Exhaust air temperature,payload.Telemetry.Mixed air temperature,payload.Telemetry.Fresh air temperature,payload.Telemetry.OccupancyCount,payload.Telemetry.Off coil humidity,payload.Telemetry.Off coil temperature,payload.Telemetry.Return air CO2 set point,payload.Telemetry.Return air humidity,payload.Telemetry.Return air temperature,payload.Telemetry.Supply air humidity,payload.Telemetry.Supply air temperature,payload.Telemetry.ReturnAirCO2,payload.Telemetry.Supply_Air_Humidity_Setpoint,payload.Telemetry.Supply_Air_Temperature_Setpoint,payload.Telemetry.Vibration amplitude-x,payload.Telemetry.Vibration amplitude-y,payload.Unit,payload.Telemetry.AHU_Electricity,payload.Telemetry.AHU_FanElectricity,payload.Telemetry.AirPressure,payload.Telemetry.AirVelocity,payload.Telemetry.Alkalinity,payload.Telemetry.ApplianceLoad_PowerConsumption,payload.Telemetry.Bacterium,payload.Telemetry.BioChemicalOxygenDemand(BOD),payload.Telemetry.Chloride,payload.Telemetry.CO,payload.Telemetry.CO2,payload.Telemetry.Device Operating Temperature,payload.Telemetry.Device Temperature,payload.Telemetry.DissolvedOxygen(DO),payload.Telemetry.Entering_Water_Flow_Rate,payload.Telemetry.EnteringWaterPressure,payload.Telemetry.ExhaustAirPressure,payload.Telemetry.Flue_Gas_Temperature,payload.Telemetry.Fluoride,payload.Telemetry.Formaldehyde,payload.Telemetry.Fungus,payload.Telemetry.Gas_MassFlow,payload.Telemetry.Humidity,payload.Telemetry.Inlet refrigerant Temperature,payload.Telemetry.Leaving_Water_FlowRate,payload.Telemetry.LeavingWaterPressure,payload.Telemetry.LightLoad_PowerConsumption,payload.Telemetry.Lumninosity,payload.Telemetry.NO2,payload.Telemetry.Outlet refrigerant Temperature,payload.Telemetry.Pb,payload.Telemetry.pH,payload.Telemetry.PlugLoad_PowerConsumption,payload.Telemetry.PM1,payload.Telemetry.PowerConsumption,payload.Telemetry.PumpPowerConsumption,payload.Telemetry.Refregerant_Inlet_Pressure,payload.Telemetry.Refregerant_Outlet_Pressure,payload.Telemetry.Refrigerant_Inlet_Temperature,payload.Telemetry.Rotor Speed,payload.Telemetry.SO2,payload.Telemetry.Steam_FlowRate,payload.Telemetry.Steam_Operating_Pressure,payload.Telemetry.Steam_Operating_Pressure_SetPoint,payload.Telemetry.Steam_Temperature,payload.Telemetry.Supply Air FlowRate,payload.Telemetry.SupplyAirPressure,payload.Telemetry.Temperature,payload.Telemetry.TotalConductivity(TC),payload.Telemetry.TotalDissolvedSolid(TDS),payload.Telemetry.TotalHardness(TH),payload.Telemetry.TVOC,payload.Telemetry.Vibration amplitude-z,payload.Telemetry.Voltage,payload.Telemetry.Water FlowRate,payload.Telemetry.Water_Inlet_Temperature,payload.Telemetry.Water_Outlet_Temperature,payload.Telemetry.Water_Temperature
1001,2022-06-08T10:02:56.2648183Z,1224032,658932,179,SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,245,,,,
1001,2022-06-08T10:02:57.0398182Z,,475869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,14,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:02:58.1890118Z,,578591,167,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,23,,,,,,,,,,,,,,,,,,,,,17,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:02:58.8184418Z,280113,732482,179,Temperature Sensor,,37,20,17,,,26,,,23,,27,,,24,,,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:02:59.0235992Z,280113,895135,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1001,2022-06-08T10:02:59.6056831Z,280113,254899,179,SmartMeter,,,,,,,,,,,,,,,,,,Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,
1001,2022-06-08T10:03:00.8903346Z,1224032,956327,179,Tachogenerator Sensor,,,,,,,,,,,,,,,,,,RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:01.0876730Z,1172741,689478,179,Temperature Sensor,,,,,,,,,,,,,,,,,,°C,,,,,,,,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,27
1001,2022-06-08T10:03:01.2371319Z,,975424,,Flow Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,0.1604,,,,,,,,,576,0.1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:01.2547539Z,1194550,975869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:01.4756420Z,1224032,548485,179,Temperature Sensor,,,,,,,,,,,,,,,,,,°C,,,,,,,,,,,,31,7,,,,,,,,,,,'-101,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:01.4951076Z,1224032,875964,179,Temperature Sensor,,,,,,,,,,,,,,,,,,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,14,4,
1001,2022-06-08T10:03:02.2805712Z,,475869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,19,,,,,,,,,,,,,,,,,,,,,14,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:02.5038582Z,,975424,,Flow Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,0.1601,,,,,,,,,570,0.1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:02.5349073Z,1194550,975869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.0633780Z,,758945,,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.1428088Z,1224032,372842,179,Temperature Sensor,,,,,,,,,,,,,,,,,,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,12,4,
1001,2022-06-08T10:03:03.2420984Z,1224032,159956,179,Accelerometer Sensor,,,,,,,,,,,,,,,,'-4,'-5,mm/s^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
1001,2022-06-08T10:03:03.3076718Z,,578591,167,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,11,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.3217117Z,1224032,189564,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
1001,2022-06-08T10:03:03.4135647Z,,845239,167,AirQualitySensor,,,,,,,,,,,,,,,,,,ppm,,,,,,,,,,2,1654,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.4274215Z,280113,732482,179,Temperature Sensor,,38,21,35,,,34,,,15,,22,,,27,,,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.5508680Z,,475869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,14,,,,,,,,,,,,,,,,,,,,,18,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.5862507Z,1224032,875265,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
1001,2022-06-08T10:03:03.6188605Z,1172741,658795,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,0.00031,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.6775303Z,280113,634276,179,Accelerometer Sensor,,,,,,,,,,,,,,,,0,3,mm/s^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
1001,2022-06-08T10:03:03.7109740Z,,254789,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,1008,22,,,,,,,,,,,,,,,,,,,52,,,,,887,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,
1001,2022-06-08T10:03:03.7829529Z,,975424,,Flow Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,0.1609,,,,,,,,,572,0.1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.8121601Z,,278569,,WaterQualitySensor,,,,,,,,,,,,,,,,,,,,,,,72,,,72,394,,,,,72,,,,,72,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,147,72,343,,,,,,,
1001,2022-06-08T10:03:03.8279067Z,1194550,975869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:03.9790885Z,280113,895135,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1001,2022-06-08T10:03:04.1362347Z,1224032,259948,179,Pressure Sensor,,,,,,,,,,,,,,,,,,MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.406,0.026,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.3040799Z,,345896,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,,,,,3813103,,,,,,,,,,,,,,8677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.3489990Z,,758945,,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.5183026Z,,589358,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,1,,,5,,,,,,,20,,,,,,,,,,,0,,,,,,
1001,2022-06-08T10:03:04.5499446Z,1224032,159956,179,Accelerometer Sensor,,,,,,,,,,,,,,,,7,'-5,mm/s^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
1001,2022-06-08T10:03:04.5960530Z,,578591,167,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,18,,,,,,,,,,,,,,,,,,,,,18,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.6441051Z,1224032,189564,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,
1001,2022-06-08T10:03:04.6903363Z,280113,732482,179,Temperature Sensor,,39,20,33,,,46,,,21,,22,,,24,,,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.7219356Z,,845239,167,AirQualitySensor,,,,,,,,,,,,,,,,,,ppm,,,,,,,,,,2,1105,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.7223363Z,1224032,658782,179,Pressure Sensor,,,,,,,,,,,,,,,,,,MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.46,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.8131322Z,,475869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,21,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.9369404Z,1172741,658795,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,0.00031,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:04.9370309Z,1224032,875265,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,
1001,2022-06-08T10:03:04.9988867Z,280113,634276,179,Accelerometer Sensor,,,,,,,,,,,,,,,,'-8,'-7,mm/s^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
1001,2022-06-08T10:03:05.0139563Z,,254789,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,1013,47,,,,,,,,,,,,,,,,,,,37,,,,,42,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,
1001,2022-06-08T10:03:05.0444293Z,280113,584884,179,Gas Sensor,,,,,,,,638,,,,,988,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:05.0590134Z,,975424,,Flow Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,0.1608,,,,,,,,,565,0.1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:05.1197924Z,1194550,975869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:05.3038980Z,280113,895135,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
1001,2022-06-08T10:03:05.5630058Z,,345896,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,,,,,7310345,,,,,,,,,,,,,,9069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:05.6388822Z,,758945,,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:05.6552503Z,1224032,259948,179,Pressure Sensor,,,,,,,,,,,,,,,,,,hPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532,0.232,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:05.8289323Z,1224032,159956,179,Accelerometer Sensor,,,,,,,,,,,,,,,,4,'-1,mm/s^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'-4,,,,,
1001,2022-06-08T10:03:05.8290045Z,,589358,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,1,,,6,,,,,,,29,,,,,,,,,,,1,,,,,,
1001,2022-06-08T10:03:05.8768631Z,,578591,167,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,18,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:05.9231242Z,1224032,189564,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,
1001,2022-06-08T10:03:05.9548371Z,280113,732482,179,Temperature Sensor,,22,21,16,,,35,,,23,,29,,,24,,,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.0030415Z,,845239,167,AirQualitySensor,,,,,,,,,,,,,,,,,,ppm,,,,,,,,,,0,2316,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.0190633Z,1224032,658782,179,Pressure Sensor,,,,,,,,,,,,,,,,,,MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.4,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.0649942Z,,475869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,16,,,,,,,,,,,,,,,,,,,,,23,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.1121922Z,280113,956232,179,Occupancy Sensor,,,,,16,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.2221338Z,1172741,658795,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.2382129Z,1224032,875265,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,
1001,2022-06-08T10:03:06.2387375Z,280113,823748,179,Humidity Sensor,,,,,,41,,,21,,23,,,34,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.2700868Z,280113,634276,179,Accelerometer Sensor,,,,,,,,,,,,,,,,6,'-2,mm/s^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'-5,,,,,
1001,2022-06-08T10:03:06.3002482Z,,254789,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,1010,21,,,,,,,,,,,,,,,,,,,46,,,,,45,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,
1001,2022-06-08T10:03:06.3298979Z,,975424,,Flow Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,0.1609,,,,,,,,,550,0.1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.3304125Z,280113,584884,179,Gas Sensor,,,,,,,,444,,,,,481,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.3908251Z,1194550,975869,179,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.5892537Z,280113,895135,179,Flow Sensor,,,,,,,,,,,,,,,,,,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1001,2022-06-08T10:03:06.7550381Z,1224032,259948,179,Pressure Sensor,,,,,,,,,,,,,,,,,,MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.05,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.8312915Z,,345896,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,,,,,61441825,,,,,,,,,,,,,,9569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:06.8934115Z,1224032,658932,179,SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,239,,,,
1001,2022-06-08T10:03:06.9238540Z,,758945,,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:07.0625185Z,1224032,658782,179,Pressure Sensor,,,,,,,,,,,,,,,,,,Pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'-41,111,,,,,,,,,,,,,,,,,,,,
1001,2022-06-08T10:03:07.0939111Z,1224032,159956,179,Accelerometer Sensor,,,,,,,,,,,,,,,,6,1,mm/s^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'-2,,,,,
1001,2022-06-08T10:03:07.1100882Z,,589358,167,AirQualitySensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,1,,,5,,,,,,,428,,,,,,,,,,,3,,,,,,
1001,2022-06-08T10:03:07.1574322Z,,578591,167,SmartMeter,,,,,,,,,,,,,,,,,,KWh,,,,,,14,,,,,,,,,,,,,,,,,,,,,17,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
